,country_of_origin,variety,aroma,aftertaste,acidity,body,balance,moisture,specialty
1178,Colombia,Caturra,7.42,6.75,7.25,7.42,7.25,0.0,No
1045,Costa Rica,Caturra,7.33,7.25,7.25,7.17,7.17,0.11,Yes
272,Mexico,Typica,7.5,7.58,7.83,7.75,7.75,0.11,Yes
277,Guatemala,Bourbon,7.75,7.5,7.75,7.83,7.58,0.11,Yes
571,Colombia,Caturra,7.83,7.5,7.42,7.5,7.5,0.11,Yes
248,Colombia,Caturra,7.58,7.75,7.92,7.75,7.92,0.12,Yes
410,Guatemala,Bourbon,7.83,7.17,7.67,7.67,7.67,0.11,Yes
1241,Mexico,Other,7.25,7.0,7.0,7.25,7.08,0.12,No
602,Colombia,Caturra,7.5,7.42,7.67,7.5,7.58,0.0,Yes
788,Mexico,Typica,7.5,7.42,7.5,7.25,7.5,0.13,Yes
509,Other,Other,7.67,7.67,7.83,7.75,7.83,0.0,Yes
505,Guatemala,Bourbon,7.83,7.25,7.67,7.75,7.5,0.11,Yes
634,Taiwan,Typica,7.67,7.5,7.42,7.58,7.5,0.11,Yes
826,Mexico,Bourbon,7.58,7.25,7.58,7.5,7.25,0.12,Yes
815,Guatemala,Bourbon,7.58,7.25,7.58,7.58,7.5,0.1,Yes
850,Colombia,Caturra,7.5,7.0,7.42,7.5,7.58,0.0,Yes
514,Colombia,Caturra,7.83,7.58,7.33,7.5,7.67,0.0,Yes
795,Honduras,Caturra,7.5,7.25,7.33,7.42,7.5,0.1,Yes
306,Colombia,Caturra,7.58,7.75,7.67,7.67,7.67,0.0,Yes
703,Colombia,Caturra,7.33,7.17,7.58,7.42,7.58,0.0,Yes
449,Other,Bourbon,7.5,7.33,7.67,8.0,7.67,0.0,Yes
499,Other,Bourbon,7.67,7.42,7.42,7.83,7.5,0.12,Yes
1217,Taiwan,Typica,6.83,7.17,7.25,7.0,6.92,0.1,No
463,Guatemala,Bourbon,7.67,7.33,7.67,7.5,7.67,0.11,Yes
969,Guatemala,Caturra,7.5,7.5,7.58,7.0,7.25,0.11,Yes
689,Mexico,Bourbon,7.5,7.5,7.92,7.42,7.67,0.12,Yes
761,Brazil,Yellow Bourbon,6.92,7.42,7.33,7.83,7.5,0.0,Yes
216,Colombia,Caturra,8.0,7.5,7.67,8.0,7.83,0.0,Yes
503,Guatemala,Catuai,7.67,7.33,7.92,7.42,7.5,0.11,Yes
539,Other,Other,7.58,7.67,7.58,7.5,7.5,0.11,Yes
709,Costa Rica,Caturra,7.75,7.25,7.25,7.42,7.67,0.1,Yes
1123,Other,Other,7.17,7.0,7.42,7.17,7.0,0.0,No
141,Other,Other,7.92,7.75,7.92,7.67,7.75,0.11,Yes
386,Colombia,Caturra,7.58,7.25,7.75,7.75,8.58,0.12,Yes
863,Mexico,Bourbon,7.5,7.33,7.42,7.25,7.25,0.13,Yes
318,Brazil,Bourbon,7.58,7.58,7.75,7.58,7.58,0.11,Yes
665,Guatemala,Bourbon,7.83,7.17,7.33,7.5,7.67,0.11,Yes
619,Other,Other,7.67,7.33,7.67,7.5,7.5,0.12,Yes
1253,Brazil,Bourbon,7.5,7.42,7.58,7.58,6.92,0.0,No
1309,Guatemala,Catuai,7.5,6.67,7.67,7.33,6.67,0.1,No
682,"Tanzania, United Republic Of",Other,7.67,7.42,7.42,7.67,7.42,0.13,Yes
893,Mexico,Caturra,7.75,7.25,7.17,7.58,7.33,0.11,Yes
65,Other,Caturra,8.0,7.83,7.83,7.67,8.58,0.09,Yes
41,Brazil,Yellow Bourbon,8.17,7.92,7.75,8.33,8.0,0.08,Yes
230,Other,Other,7.83,7.5,7.83,7.83,7.75,0.11,Yes
447,Other,Other,7.5,7.33,7.67,7.67,7.67,0.11,Yes
213,Guatemala,Caturra,7.75,7.58,8.0,7.67,7.83,0.11,Yes
276,Costa Rica,Caturra,7.67,7.75,7.67,7.5,7.75,0.0,Yes
818,Brazil,Catuai,7.42,7.33,7.5,7.5,7.33,0.11,Yes
153,Colombia,Caturra,7.67,7.83,8.0,7.58,7.92,0.0,Yes
151,Colombia,Caturra,7.75,7.83,7.75,7.58,8.0,0.0,Yes
740,Other,Other,7.58,7.33,7.42,7.58,7.5,0.13,Yes
242,Honduras,Caturra,7.42,7.75,7.92,7.75,7.58,0.1,Yes
222,Colombia,Other,7.67,7.67,7.42,7.83,8.58,0.12,Yes
779,Brazil,Bourbon,7.42,7.42,7.5,7.42,7.25,0.11,Yes
695,Mexico,Caturra,7.75,7.25,7.58,7.58,7.33,0.13,Yes
1235,Taiwan,Yellow Bourbon,7.5,7.33,7.17,7.5,7.5,0.0,No
354,Colombia,Caturra,7.75,7.58,7.5,7.75,7.75,0.0,Yes
1206,Other,Caturra,7.17,6.92,7.0,7.0,7.0,0.1,No
970,Mexico,Typica,7.42,7.33,7.33,7.5,7.42,0.12,Yes
496,Brazil,Bourbon,7.58,7.5,7.75,7.67,7.5,0.0,Yes
964,Other,Catuai,7.08,7.33,7.17,7.42,7.25,0.1,Yes
706,Brazil,Catuai,7.33,7.5,7.33,7.5,7.5,0.11,Yes
1105,Other,Other,7.42,7.25,7.58,7.42,7.33,0.0,Yes
593,Other,Other,7.75,7.42,7.5,7.33,7.5,0.12,Yes
1119,Taiwan,Typica,7.25,7.25,7.08,7.17,7.08,0.11,Yes
873,Honduras,Catuai,7.58,7.33,7.33,7.42,7.25,0.11,Yes
607,Brazil,Bourbon,7.5,7.25,7.75,7.58,7.5,0.0,Yes
207,Mexico,Bourbon,7.83,7.75,7.67,7.83,7.58,0.12,Yes
547,Guatemala,Caturra,7.67,7.42,7.5,7.33,7.5,0.1,Yes
691,Colombia,Caturra,7.67,7.33,7.5,7.58,7.5,0.11,Yes
1081,Other,Bourbon,7.33,7.08,7.08,7.33,7.17,0.0,Yes
780,Brazil,Yellow Bourbon,7.25,7.58,7.58,7.25,7.92,0.0,Yes
515,Colombia,Caturra,7.33,7.75,7.42,7.75,7.58,0.11,Yes
821,"Tanzania, United Republic Of",Other,7.33,7.33,7.42,7.5,7.58,0.12,Yes
1137,Mexico,Other,7.17,7.08,7.58,7.33,7.08,0.11,No
288,Guatemala,Bourbon,7.5,7.5,7.83,7.83,7.67,0.11,Yes
1238,Guatemala,Other,7.42,6.83,7.33,7.0,6.92,0.1,No
944,Guatemala,Bourbon,7.42,7.25,7.42,7.42,7.5,0.12,Yes
626,Mexico,Other,7.58,7.42,7.58,7.42,7.5,0.11,Yes
676,Guatemala,Bourbon,7.67,7.25,7.67,7.42,7.33,0.12,Yes
429,Mexico,Bourbon,7.58,7.5,7.5,7.58,7.58,0.12,Yes
976,Other,Caturra,6.83,7.42,7.17,7.5,7.42,0.12,Yes
1211,Mexico,Bourbon,7.67,6.83,7.33,7.58,7.17,0.12,No
378,Costa Rica,Caturra,7.58,7.42,7.92,7.5,7.67,0.09,Yes
663,Guatemala,Bourbon,7.83,7.33,7.67,7.42,7.5,0.12,Yes
1173,Mexico,Typica,7.25,7.0,7.25,7.17,7.17,0.12,No
402,"Tanzania, United Republic Of",Other,7.75,7.67,7.58,7.58,7.58,0.12,Yes
508,Other,Other,7.83,7.5,7.5,7.58,7.5,0.12,Yes
1034,Mexico,Bourbon,7.5,7.33,7.25,7.17,7.17,0.13,Yes
916,Costa Rica,Caturra,7.83,7.08,7.08,7.33,7.5,0.12,Yes
653,Brazil,Bourbon,7.5,7.5,7.5,7.58,7.5,0.11,Yes
458,Honduras,Catuai,7.5,7.5,7.67,7.67,7.67,0.1,Yes
233,Taiwan,Typica,7.58,7.67,7.67,7.75,7.83,0.1,Yes
1290,Mexico,Typica,7.67,7.17,7.58,7.33,7.33,0.12,No
1021,Taiwan,Typica,7.92,7.33,7.08,7.08,7.08,0.09,Yes
482,Taiwan,Typica,7.83,7.5,7.83,7.67,7.25,0.0,Yes
347,Colombia,Caturra,7.67,7.58,7.67,7.75,7.58,0.11,Yes
911,Other,Caturra,7.5,7.33,7.33,7.25,7.33,0.11,Yes
1069,Guatemala,Caturra,7.33,7.08,7.17,7.25,7.17,0.1,Yes
1210,Mexico,Typica,7.25,7.17,7.25,7.08,7.0,0.14,No
733,Colombia,Caturra,7.83,7.33,7.25,7.58,7.42,0.0,Yes
620,Taiwan,Typica,7.67,7.5,7.5,7.5,7.5,0.11,Yes
951,Honduras,Caturra,7.5,7.0,7.17,7.5,7.33,0.11,Yes
358,Other,Other,7.25,7.58,7.92,7.83,7.58,0.13,Yes
773,Guatemala,Caturra,7.25,7.0,7.75,8.17,7.75,0.12,Yes
1162,Mexico,Caturra,7.33,7.0,6.75,7.08,7.0,0.13,No
806,Taiwan,Typica,7.42,7.33,7.42,8.0,7.5,0.12,Yes
837,Guatemala,Bourbon,7.58,7.33,7.42,7.58,7.25,0.1,Yes
290,Mexico,Other,7.67,7.5,7.75,7.75,7.75,0.11,Yes
1068,Taiwan,Other,7.17,7.17,7.42,7.17,7.25,0.0,Yes
513,Colombia,Caturra,7.75,7.33,7.5,7.58,7.17,0.11,Yes
355,Guatemala,Bourbon,7.67,7.5,7.83,7.58,7.58,0.1,Yes
55,Other,Other,8.0,7.92,8.08,7.83,8.0,0.08,Yes
580,Guatemala,Bourbon,7.5,7.17,7.67,7.67,7.58,0.11,Yes
448,Other,Other,7.67,7.5,7.67,7.42,7.58,0.1,Yes
1028,Mexico,Typica,7.58,7.08,7.5,7.17,7.25,0.13,Yes
331,Mexico,Typica,7.67,7.5,7.33,7.83,8.25,0.12,Yes
918,Guatemala,Other,7.5,7.17,7.58,7.25,7.42,0.12,Yes
696,Mexico,Typica,7.5,7.33,7.5,7.5,7.5,0.11,Yes
484,Brazil,Bourbon,7.58,7.67,7.42,7.42,7.5,0.0,Yes
533,Brazil,Bourbon,7.67,7.5,7.58,7.58,7.5,0.0,Yes
385,"Tanzania, United Republic Of",Bourbon,7.75,7.58,7.67,7.58,7.58,0.13,Yes
199,Colombia,Other,7.83,7.83,7.58,7.67,7.75,0.12,Yes
621,Other,Caturra,7.42,7.5,7.67,7.58,7.5,0.11,Yes
1050,Other,Other,7.58,7.0,7.67,7.5,7.5,0.13,Yes
1176,Mexico,Typica,7.0,6.83,7.42,7.33,7.17,0.13,No
766,"Tanzania, United Republic Of",Other,7.75,7.42,7.58,7.33,7.42,0.12,Yes
317,Other,Caturra,7.67,7.67,7.67,7.83,7.58,0.1,Yes
1288,Mexico,Typica,7.0,6.67,6.83,7.08,6.83,0.14,No
1229,Mexico,Typica,7.25,7.0,7.5,7.33,7.42,0.13,No
1175,Guatemala,Other,7.25,6.83,7.0,7.0,7.17,0.1,No
1017,Other,Other,7.17,7.0,7.58,7.33,7.0,0.0,Yes
722,Guatemala,Bourbon,7.5,7.58,7.5,7.5,7.58,0.12,Yes
249,Colombia,Caturra,7.67,7.5,7.5,7.67,7.67,0.12,Yes
1299,Mexico,Other,6.92,6.92,6.92,7.17,7.0,0.12,No
647,Colombia,Caturra,7.75,7.75,7.25,7.33,7.58,0.11,Yes
855,Mexico,Typica,7.33,7.25,7.5,7.5,7.5,0.12,Yes
244,Colombia,Other,7.67,7.83,7.58,7.58,7.83,0.11,Yes
745,Mexico,Bourbon,7.58,7.5,7.17,7.42,7.42,0.16,Yes
1144,Guatemala,Bourbon,7.5,7.25,7.58,7.33,7.42,0.1,No
882,Honduras,Caturra,7.5,7.5,7.5,7.17,7.17,0.1,Yes
403,Mexico,Other,7.67,7.58,7.67,7.5,7.58,0.12,Yes
731,Mexico,Typica,8.0,7.33,7.33,7.08,7.67,0.11,Yes
616,"Tanzania, United Republic Of",Bourbon,7.58,7.5,7.58,7.33,7.58,0.12,Yes
836,Other,Other,7.75,7.58,7.75,7.92,7.83,0.11,Yes
799,"Tanzania, United Republic Of",Other,7.42,7.33,7.58,7.33,7.42,0.12,Yes
683,Brazil,Yellow Bourbon,7.17,7.33,7.5,7.75,7.42,0.0,Yes
102,Brazil,Other,8.0,7.83,7.83,7.67,7.67,0.12,Yes
586,Other,Bourbon,7.67,7.17,7.33,7.58,7.67,0.0,Yes
680,Other,Other,7.67,7.42,7.5,7.42,7.42,0.1,Yes
291,Brazil,Yellow Bourbon,7.83,7.58,7.67,7.5,7.58,0.12,Yes
137,Other,Other,7.75,7.83,8.0,7.58,7.75,0.11,Yes
127,Other,Other,7.75,7.75,7.42,8.08,7.83,0.12,Yes
979,Other,Caturra,7.58,7.33,7.08,7.33,7.33,0.12,Yes
966,Guatemala,Other,7.33,7.17,7.25,7.42,7.33,0.09,Yes
743,Mexico,Other,7.58,7.42,7.42,7.42,7.42,0.12,Yes
274,Colombia,Caturra,7.92,7.5,7.83,7.58,7.67,0.0,Yes
1174,Guatemala,Bourbon,7.08,7.25,7.58,7.33,7.42,0.1,No
827,Mexico,Typica,7.5,7.25,7.25,7.5,7.5,0.13,Yes
1244,Mexico,Typica,7.42,7.0,7.0,7.25,7.08,0.11,No
692,Mexico,Typica,7.5,7.42,7.67,7.42,7.58,0.12,Yes
1281,Mexico,Typica,7.08,6.58,7.0,7.0,6.75,0.17,No
751,Mexico,Typica,7.42,7.42,7.58,7.42,7.5,0.1,Yes
522,Colombia,Caturra,7.75,7.5,7.67,7.83,7.75,0.0,Yes
338,Other,Other,7.67,7.58,7.58,7.67,7.75,0.1,Yes
23,Other,Other,8.25,8.17,8.17,7.83,8.17,0.0,Yes
220,Other,Other,7.5,7.58,7.83,7.75,7.83,0.1,Yes
562,Other,Other,7.33,7.67,7.83,7.33,7.67,0.0,Yes
1171,Colombia,Caturra,7.83,7.42,7.42,7.67,7.5,0.0,No
425,Taiwan,Typica,7.92,7.75,7.58,7.5,7.33,0.1,Yes
1205,Mexico,Typica,7.5,6.92,7.08,6.92,6.75,0.16,No
618,Mexico,Typica,7.67,7.42,7.5,7.42,7.5,0.11,Yes
269,Taiwan,Typica,8.0,7.92,7.92,7.67,7.33,0.06,Yes
1051,Guatemala,Bourbon,7.67,6.83,7.17,7.42,7.17,0.11,Yes
63,Other,Bourbon,7.83,8.0,7.75,7.92,8.17,0.11,Yes
200,Colombia,Caturra,7.42,7.83,7.75,7.92,7.83,0.12,Yes
48,Other,Other,7.92,7.83,8.5,7.5,7.92,0.11,Yes
19,Other,Other,8.17,8.0,8.17,8.08,8.33,0.0,Yes
782,"Tanzania, United Republic Of",Bourbon,7.42,7.42,7.42,7.5,7.58,0.12,Yes
1099,Other,Caturra,7.08,7.0,7.25,7.5,7.25,0.11,Yes
1333,Other,Other,7.92,7.42,7.42,7.42,7.42,0.0,No
1013,Taiwan,Other,7.33,7.25,7.33,7.33,7.25,0.0,Yes
887,Mexico,Typica,7.5,7.08,7.58,7.33,7.33,0.12,Yes
781,Costa Rica,Caturra,7.75,7.42,7.25,7.17,7.42,0.0,Yes
746,Guatemala,Bourbon,7.5,7.33,7.58,7.67,7.33,0.11,Yes
1157,Guatemala,Bourbon,7.42,7.25,7.58,7.42,7.33,0.1,No
1031,Guatemala,Caturra,7.67,7.08,7.33,7.17,7.25,0.11,Yes
567,Colombia,Other,7.83,7.5,7.58,7.5,7.67,0.0,Yes
33,Costa Rica,Caturra,8.17,8.0,8.08,7.83,8.0,0.0,Yes
1158,Other,Bourbon,7.25,7.0,6.83,7.33,7.17,0.0,No
456,Other,Other,8.0,7.5,7.42,7.33,7.58,0.1,Yes
510,Guatemala,Bourbon,7.67,7.42,7.83,7.5,7.5,0.1,Yes
485,Costa Rica,Catuai,7.83,7.5,7.67,7.58,7.67,0.1,Yes
574,Mexico,Bourbon,7.67,7.42,7.75,7.42,7.42,0.12,Yes
310,Guatemala,Caturra,7.67,7.58,7.67,7.75,7.75,0.11,Yes
1107,Honduras,Catuai,7.25,7.0,7.17,7.08,7.08,0.11,Yes
1041,Honduras,Caturra,7.5,7.0,7.42,7.25,7.17,0.11,Yes
652,Brazil,Other,7.58,7.33,7.75,7.5,7.5,0.0,Yes
251,Brazil,Yellow Bourbon,7.58,7.67,7.25,8.0,7.75,0.1,Yes
369,Mexico,Other,7.75,7.67,7.75,7.33,7.5,0.12,Yes
1,Other,Other,8.75,8.5,8.58,8.42,8.42,0.12,Yes
388,Guatemala,Caturra,7.67,7.5,7.83,7.58,7.5,0.1,Yes
471,Brazil,Other,7.75,7.58,7.5,7.58,7.58,0.12,Yes
492,Colombia,Caturra,7.33,7.33,7.58,7.25,8.08,0.01,Yes
1160,Guatemala,Bourbon,7.5,6.83,7.08,7.08,7.17,0.11,No
241,Other,Other,7.83,7.67,7.75,7.33,7.75,0.11,Yes
1170,Taiwan,Typica,6.92,7.17,7.0,7.42,7.0,0.0,No
1121,Mexico,Typica,7.25,7.0,7.17,7.33,7.17,0.14,Yes
912,Honduras,Caturra,7.5,7.33,7.42,7.17,7.25,0.1,Yes
417,Costa Rica,Catuai,7.5,7.83,7.5,7.67,7.67,0.11,Yes
507,Taiwan,Typica,7.92,7.83,7.58,7.33,7.25,0.08,Yes
195,Guatemala,Caturra,7.75,7.5,8.08,7.58,7.67,0.1,Yes
1183,Mexico,Bourbon,7.0,6.92,7.17,7.17,7.08,0.13,No
982,Mexico,Typica,7.42,7.08,7.75,7.42,7.17,0.13,Yes
1279,Mexico,Typica,7.17,6.83,7.17,7.42,6.67,0.13,No
166,Mexico,Typica,8.0,7.42,8.08,7.5,7.67,0.12,Yes
450,Guatemala,Bourbon,7.5,7.5,7.83,7.58,7.5,0.11,Yes
221,"Tanzania, United Republic Of",Other,7.92,7.75,7.75,7.75,7.58,0.13,Yes
396,Colombia,Caturra,7.75,7.75,7.58,7.58,7.58,0.0,Yes
219,Costa Rica,Caturra,7.67,7.67,7.75,7.5,8.0,0.0,Yes
210,Guatemala,Bourbon,7.75,7.58,7.83,7.67,7.75,0.13,Yes
728,Mexico,Bourbon,7.67,7.5,7.58,7.5,7.5,0.13,Yes
472,Brazil,Other,7.92,7.5,7.58,7.42,7.5,0.11,Yes
1026,Taiwan,Typica,7.25,7.08,7.08,7.08,8.08,0.11,Yes
601,Mexico,Typica,8.08,8.0,8.0,7.83,7.92,0.12,Yes
328,Colombia,Caturra,7.75,7.58,7.83,7.17,7.75,0.11,Yes
583,Other,Other,7.5,7.42,7.58,7.58,7.5,0.12,Yes
98,Costa Rica,Catuai,7.83,7.58,7.92,7.92,7.83,0.12,Yes
404,Costa Rica,Caturra,7.67,7.42,7.67,7.67,7.67,0.12,Yes
1044,Honduras,Catuai,7.25,7.08,7.5,7.25,7.33,0.13,Yes
878,"Tanzania, United Republic Of",Other,7.42,7.25,7.42,7.5,7.42,0.12,Yes
92,Colombia,Caturra,7.83,7.75,7.75,7.83,7.83,0.11,Yes
1084,Mexico,Typica,6.92,7.08,7.5,7.33,7.17,0.1,Yes
361,Colombia,Caturra,8.0,7.25,7.58,7.92,7.58,0.11,Yes
68,Other,Other,8.33,7.67,7.92,7.67,7.92,0.12,Yes
1145,Taiwan,Typica,7.75,7.17,7.33,7.67,7.83,0.0,No
756,Brazil,Bourbon,7.42,7.5,7.42,7.42,7.5,0.11,Yes
919,Taiwan,Typica,7.42,7.67,7.33,7.42,7.5,0.11,Yes
977,Other,Typica,7.25,7.25,7.08,7.58,7.5,0.0,Yes
182,Honduras,Catuai,7.58,7.58,7.75,7.92,7.75,0.11,Yes
203,Guatemala,Bourbon,7.83,7.5,7.92,7.58,7.75,0.1,Yes
774,Mexico,Typica,7.5,7.25,7.5,7.5,7.33,0.12,Yes
1020,Brazil,Yellow Bourbon,7.25,7.25,7.25,7.25,7.33,0.12,Yes
1194,Mexico,Typica,7.33,6.92,7.25,7.33,7.08,0.16,No
161,Costa Rica,Caturra,7.92,7.83,7.83,7.58,7.58,0.11,Yes
